rider_id,age,ratings,restaurant_lat,restaurant_long,delivery_lat,delivery_long,weather,traffic,vehicle_condition,order_type,vehicle_type,multiple_deliveries,festival,city_type,time,city_name,distance_km,day,month,day_of_week,is_weekend,pickup_time,order_time_hour,time_of_day
SURRES12DEL01 ,33.0,4.7,21.183434,72.814492,21.193434,72.824492,stormy,low,2,meal,scooter,1.0,no,,24.0,SUR,1.52,30,3,Wednesday,0,5.0,10.0,morning
RANCHIRES06DEL01 ,28.0,4.7,23.357804,85.325146,23.397804,85.365146,sandstorms,high,3,snack,motorcycle,0.0,no,urban,38.0,RANCHI,6.04,4,5,Wednesday,0,15.0,12.0,morning
INDORES11DEL01 ,29.0,4.9,22.751234,75.88949,22.821234,75.95949,sunny,low,3,buffet,motorcycle,0.0,no,metropolitian,20.0,INDO,10.59,3,10,Monday,0,10.0,23.0,night
JAPRES010DEL02 ,22.0,4.7,26.921411,75.793604,27.001411,75.873604,windy,medium,3,snack,motorcycle,2.0,no,metropolitian,32.0,JAP,11.92,3,6,Friday,0,5.0,17.0,afternoon
PUNERES15DEL01 ,32.0,4.9,18.636215,73.751081,18.746215,73.861081,fog,medium,3,snack,motorcycle,2.0,no,metropolitian,39.0,PUNE,16.85,3,4,Sunday,1,15.0,17.0,afternoon
MYSRES06DEL03 ,27.0,4.9,12.323994,76.626167,12.353994,76.656167,stormy,low,2,snack,motorcycle,,no,metropolitian,13.0,MYS,4.66,15,3,Tuesday,0,5.0,23.0,night
PUNERES04DEL02 ,31.0,4.7,18.51421,73.838429,18.59421,73.918429,fog,medium,3,meal,motorcycle,1.0,no,metropolitian,39.0,PUNE,12.26,20,3,Sunday,1,5.0,17.0,afternoon
COIMBRES01DEL03 ,29.0,4.3,11.016298,76.972076,11.076298,77.032076,sandstorms,low,3,buffet,motorcycle,0.0,no,urban,17.0,COIMB,9.35,3,5,Tuesday,0,10.0,23.0,night
COIMBRES06DEL01 ,35.0,4.5,11.021278,76.995017,11.131278,77.105017,fog,jam,3,meal,motorcycle,0.0,no,metropolitian,52.0,COIMB,17.14,4,6,Saturday,1,15.0,19.0,evening
CHENRES18DEL02 ,27.0,4.2,12.981615,80.231598,13.001615,80.251598,windy,low,3,meal,motorcycle,0.0,no,metropolitian,20.0,CHEN,3.11,21,3,Monday,0,10.0,10.0,morning
VADRES20DEL02 ,32.0,3.5,22.311358,73.164798,22.391358,73.244798,stormy,medium,2,snack,motorcycle,1.0,no,metropolitian,38.0,VAD,12.12,25,3,Friday,0,15.0,18.0,evening
INDORES14DEL02 ,21.0,4.9,22.761593,75.886362,22.811593,75.936362,fog,jam,3,buffet,motorcycle,1.0,no,metropolitian,26.0,INDO,7.56,26,3,Saturday,1,10.0,21.0,evening
RANCHIRES18DEL01 ,39.0,4.1,23.351489,85.324253,23.461489,85.434253,stormy,jam,3,buffet,motorcycle,1.0,no,metropolitian,47.0,RANCHI,16.6,3,2,Thursday,0,15.0,21.0,evening
INDORES13DEL02 ,33.0,3.7,22.745049,75.892471,22.825049,75.972471,windy,jam,1,meal,electric_scooter,0.0,no,metropolitian,31.0,INDO,12.1,25,3,Friday,0,15.0,19.0,evening
KNPRES17DEL03 ,27.0,4.9,26.483042,80.317833,26.573042,80.407833,stormy,jam,1,meal,scooter,1.0,no,metropolitian,26.0,KNP,13.43,18,2,Friday,0,10.0,20.0,evening
INDORES13DEL02 ,30.0,4.5,22.745049,75.892471,22.795049,75.942471,fog,medium,2,buffet,scooter,0.0,no,metropolitian,17.0,INDO,7.56,30,3,Wednesday,0,5.0,18.0,evening
JAPRES09DEL01 ,39.0,4.7,26.911378,75.789034,27.021378,75.899034,stormy,jam,2,drinks,scooter,1.0,no,metropolitian,26.0,JAP,16.38,3,6,Friday,0,5.0,20.0,evening
MUMRES12DEL02 ,20.0,4.6,19.207222,72.972281,19.227222,72.992281,cloudy,low,3,buffet,motorcycle,0.0,no,metropolitian,23.0,MUM,3.06,15,3,Tuesday,0,15.0,10.0,morning
VADRES04DEL03 ,32.0,4.3,,,,,sandstorms,jam,3,buffet,motorcycle,2.0,no,metropolitian,46.0,VAD,,3,5,Tuesday,0,10.0,20.0,evening
KNPRES17DEL02 ,21.0,4.5,26.483042,80.317833,26.533042,80.367833,stormy,jam,2,drinks,motorcycle,1.0,no,urban,26.0,KNP,7.46,2,11,Wednesday,0,5.0,21.0,evening
RANCHIRES11DEL01 ,33.0,4.5,23.359194,85.325447,23.369194,85.335447,sunny,high,2,snack,scooter,0.0,no,urban,15.0,RANCHI,1.51,3,3,Thursday,0,5.0,12.0,morning
JAPRES16DEL03 ,37.0,5.0,26.849596,75.800512,26.909596,75.860512,windy,jam,3,meal,motorcycle,1.0,no,metropolitian,32.0,JAP,8.94,3,11,Thursday,0,15.0,20.0,evening
PUNERES03DEL02 ,25.0,4.0,18.554382,73.798206,18.604382,73.848206,sandstorms,low,3,buffet,motorcycle,0.0,no,metropolitian,26.0,PUNE,7.66,17,3,Thursday,0,10.0,23.0,night
RANCHIRES07DEL01 ,31.0,4.6,23.359407,85.325055,23.399407,85.365055,cloudy,medium,1,snack,scooter,,no,metropolitian,17.0,RANCHI,6.04,4,1,Tuesday,0,10.0,15.0,afternoon
INDORES03DEL01 ,28.0,4.9,22.751857,75.866699,22.861857,75.976699,windy,jam,1,buffet,scooter,1.0,no,metropolitian,18.0,INDO,16.64,18,3,Friday,0,5.0,19.0,evening
PUNERES03DEL01 ,36.0,5.0,18.554382,73.798206,18.624382,73.868206,cloudy,jam,1,drinks,motorcycle,3.0,no,metropolitian,44.0,PUNE,10.72,25,3,Friday,0,10.0,19.0,evening
COIMBRES07DEL01 ,39.0,4.4,10.96185,76.971082,11.00185,77.011082,windy,high,1,meal,electric_scooter,1.0,no,metropolitian,33.0,COIMB,6.23,30,3,Wednesday,0,15.0,14.0,afternoon
HYDRES02DEL03 ,21.0,4.8,17.41233,78.449654,17.44233,78.479654,windy,low,2,snack,motorcycle,0.0,no,urban,12.0,HYD,4.61,28,3,Monday,0,5.0,22.0,night
PUNERES12DEL01 ,27.0,4.9,18.520016,73.830547,18.530016,73.840547,fog,high,3,drinks,motorcycle,1.0,no,metropolitian,27.0,PUNE,1.53,19,3,Saturday,1,10.0,11.0,morning
PUNERES02DEL02 ,,,18.55144,73.804855,18.63144,73.884855,,,3,meal,motorcycle,0.0,no,metropolitian,21.0,PUNE,12.26,3,6,Friday,0,,,
COIMBRES12DEL03 ,26.0,5.0,11.000762,76.981876,11.030762,77.011876,sandstorms,jam,1,buffet,scooter,1.0,no,urban,22.0,COIMB,4.67,3,1,Monday,0,5.0,22.0,night
VADRES07DEL01 ,21.0,4.9,,,,,sunny,low,1,meal,scooter,0.0,no,,19.0,VAD,,28,3,Monday,0,10.0,9.0,morning
SURRES18DEL01 ,20.0,4.1,21.149834,72.778666,21.189834,72.818666,stormy,high,3,meal,motorcycle,1.0,no,metropolitian,33.0,SUR,6.08,17,3,Thursday,0,15.0,13.0,afternoon
SURRES13DEL01 ,22.0,4.8,21.170096,72.789122,21.180096,72.799122,fog,low,1,meal,electric_scooter,1.0,no,urban,19.0,SUR,1.52,3,5,Tuesday,0,10.0,9.0,morning
PUNERES16DEL01 ,38.0,4.6,18.536718,73.830327,18.646718,73.940327,sunny,low,2,snack,motorcycle,0.0,no,metropolitian,26.0,PUNE,16.85,16,3,Wednesday,0,5.0,23.0,night
VADRES06DEL01 ,30.0,4.6,22.31279,73.170283,22.42279,73.280283,fog,jam,2,buffet,motorcycle,1.0,yes,metropolitian,45.0,VAD,16.66,20,3,Sunday,1,10.0,21.0,evening
KOCRES15DEL01 ,22.0,4.8,10.027364,76.308258,10.097364,76.378258,cloudy,medium,3,drinks,motorcycle,1.0,no,metropolitian,39.0,KOC,10.92,16,2,Wednesday,0,10.0,18.0,evening
SURRES12DEL02 ,30.0,4.6,21.183434,72.814492,21.233434,72.864492,cloudy,jam,1,buffet,electric_scooter,2.0,no,metropolitian,38.0,SUR,7.6,3,3,Thursday,0,15.0,21.0,evening
VADRES09DEL03 ,34.0,4.7,,,,,sandstorms,jam,1,snack,electric_scooter,0.0,no,metropolitian,29.0,VAD,,30,3,Wednesday,0,10.0,20.0,evening
VADRES14DEL03 ,26.0,4.6,22.311603,73.165012,22.401603,73.255012,fog,low,3,drinks,motorcycle,1.0,no,metropolitian,21.0,VAD,13.63,29,3,Tuesday,0,10.0,23.0,night
AURGRES09DEL02 ,22.0,4.6,19.874103,75.368419,19.924103,75.418419,fog,jam,1,buffet,scooter,1.0,no,metropolitian,27.0,AURG,7.63,13,2,Sunday,1,5.0,20.0,evening
SURRES07DEL01 ,28.0,4.7,21.170798,72.790489,21.240798,72.860489,fog,medium,1,meal,scooter,1.0,no,metropolitian,39.0,SUR,10.64,4,4,Monday,0,5.0,18.0,evening
MYSRES19DEL02 ,20.0,4.5,12.334022,76.618203,12.414022,76.698203,sandstorms,jam,1,buffet,electric_scooter,1.0,no,metropolitian,24.0,MYS,12.44,27,3,Sunday,1,15.0,19.0,evening
RANCHIRES12DEL02 ,25.0,4.6,,,,,windy,jam,3,snack,motorcycle,1.0,no,metropolitian,26.0,RANCHI,,3,6,Friday,0,15.0,21.0,evening
JAPRES20DEL02 ,33.0,4.9,26.956431,75.776649,27.036431,75.856649,stormy,medium,2,drinks,motorcycle,0.0,no,metropolitian,29.0,JAP,11.91,3,10,Monday,0,5.0,18.0,evening
DEHRES06DEL02 ,26.0,4.7,30.361281,78.068022,30.441281,78.148022,fog,medium,1,snack,scooter,0.0,no,metropolitian,35.0,DEH,11.75,2,12,Friday,0,5.0,17.0,afternoon
PUNERES11DEL02 ,37.0,4.6,18.533811,73.899315,18.583811,73.949315,windy,low,1,snack,motorcycle,1.0,no,metropolitian,28.0,PUNE,7.66,24,3,Thursday,0,5.0,22.0,night
MUMRES05DEL02 ,31.0,4.6,18.927584,72.832585,18.947584,72.852585,fog,low,3,snack,motorcycle,1.0,no,metropolitian,28.0,MUM,3.06,4,3,Friday,0,5.0,9.0,morning
INDORES01DEL01 ,27.0,4.8,22.695207,75.866059,22.805207,75.976059,windy,jam,3,drinks,motorcycle,1.0,no,metropolitian,32.0,INDO,16.64,4,4,Monday,0,5.0,20.0,evening
JAPRES11DEL01 ,37.0,4.5,26.90294,75.793007,27.01294,75.903007,sandstorms,jam,1,drinks,motorcycle,1.0,no,metropolitian,29.0,JAP,16.39,18,3,Friday,0,5.0,21.0,evening
PUNERES17DEL01 ,22.0,4.5,18.530963,73.828972,18.540963,73.838972,stormy,high,1,buffet,scooter,0.0,no,urban,13.0,PUNE,1.53,21,3,Monday,0,15.0,12.0,morning
HYDRES12DEL01 ,27.0,4.7,17.429585,78.392621,17.439585,78.402621,fog,low,3,snack,motorcycle,0.0,no,,18.0,HYD,1.54,26,3,Saturday,1,15.0,8.0,morning
INDORES03DEL02 ,38.0,4.8,22.751857,75.866699,22.801857,75.916699,sunny,jam,1,snack,motorcycle,0.0,no,metropolitian,17.0,INDO,7.56,26,3,Saturday,1,15.0,21.0,evening
RANCHIRES13DEL03 ,,,23.374989,85.335486,23.434989,85.395486,,,1,meal,electric_scooter,1.0,no,metropolitian,26.0,RANCHI,9.06,17,3,Thursday,0,,,
LUDHRES04DEL01 ,25.0,4.8,30.914057,75.83982,31.024057,75.94982,sunny,jam,1,drinks,electric_scooter,1.0,no,metropolitian,24.0,LUDH,16.11,18,2,Friday,0,5.0,21.0,evening
COIMBRES12DEL02 ,39.0,4.9,11.000762,76.981876,11.020762,77.001876,sandstorms,low,1,drinks,motorcycle,1.0,no,metropolitian,21.0,COIMB,3.12,28,3,Monday,0,15.0,8.0,morning
PUNERES15DEL01 ,28.0,5.0,18.636215,73.751081,18.646215,73.761081,cloudy,low,3,drinks,motorcycle,1.0,no,metropolitian,19.0,PUNE,1.53,4,3,Friday,0,15.0,9.0,morning
HYDRES02DEL01 ,23.0,4.9,17.41233,78.449654,17.48233,78.519654,fog,jam,1,drinks,scooter,1.0,no,metropolitian,31.0,HYD,10.76,4,6,Saturday,1,5.0,21.0,evening
SURRES03DEL02 ,30.0,4.4,21.186884,72.793616,21.316884,72.923616,windy,medium,3,meal,motorcycle,1.0,yes,metropolitian,43.0,SUR,19.76,27,3,Sunday,1,10.0,17.0,afternoon
KOLRES17DEL02 ,39.0,4.6,22.569358,88.433452,22.699358,88.563452,stormy,low,3,meal,motorcycle,1.0,no,metropolitian,27.0,KOL,19.67,16,2,Wednesday,0,15.0,23.0,night
JAPRES09DEL03 ,21.0,4.7,26.911378,75.789034,27.001378,75.879034,fog,jam,3,snack,motorcycle,1.0,no,urban,38.0,JAP,13.41,3,2,Thursday,0,10.0,20.0,evening
INDORES02DEL01 ,29.0,4.8,22.651847,75.881991,22.721847,75.951991,sandstorms,jam,1,buffet,scooter,1.0,no,urban,23.0,INDO,10.59,4,4,Monday,0,15.0,20.0,evening
BANGRES09DEL02 ,33.0,4.6,12.934179,77.615797,12.954179,77.635797,windy,low,1,buffet,motorcycle,0.0,no,metropolitian,28.0,BANG,3.11,4,1,Tuesday,0,15.0,8.0,morning
HYDRES06DEL02 ,21.0,4.7,17.455894,78.375467,17.505894,78.425467,windy,low,2,buffet,motorcycle,0.0,no,urban,11.0,HYD,7.68,28,3,Monday,0,10.0,23.0,night
CHENRES16DEL02 ,,,13.049645,80.242268,13.179645,80.372268,,,0,drinks,bicycle,1.0,no,metropolitian,26.0,CHEN,20.18,4,2,Friday,0,,,
BANGRES01DEL01 ,26.0,4.6,12.933284,77.615428,12.943284,77.625428,windy,high,1,meal,electric_scooter,0.0,no,metropolitian,26.0,BANG,1.55,13,3,Sunday,1,15.0,11.0,morning
JAPRES18DEL02 ,23.0,4.6,26.913987,75.752891,26.933987,75.772891,sunny,low,3,meal,motorcycle,1.0,no,metropolitian,12.0,JAP,2.98,26,3,Saturday,1,5.0,10.0,morning
KNPRES18DEL02 ,39.0,4.8,26.474133,80.3481,26.494133,80.3681,fog,low,2,meal,motorcycle,1.0,no,urban,18.0,KNP,2.98,15,2,Tuesday,0,15.0,10.0,morning
SURRES010DEL02 ,26.0,4.5,21.17106,72.789292,21.30106,72.919292,sandstorms,low,3,meal,motorcycle,1.0,no,metropolitian,24.0,SUR,19.76,3,10,Monday,0,5.0,23.0,night
RANCHIRES03DEL03 ,,,,,,,fog,jam,3,snack,motorcycle,1.0,no,metropolitian,34.0,RANCHI,,15,3,Tuesday,0,,,
GOARES15DEL02 ,37.0,5.0,15.51315,73.78346,15.53315,73.80346,sandstorms,high,3,snack,motorcycle,1.0,no,metropolitian,31.0,GOA,3.09,13,2,Sunday,1,5.0,11.0,morning
CHENRES04DEL02 ,30.0,4.7,13.02978,80.208812,13.07978,80.258812,fog,medium,1,buffet,scooter,0.0,no,urban,18.0,CHEN,7.76,4,1,Tuesday,0,15.0,18.0,evening
SURRES13DEL02 ,39.0,4.7,21.170096,72.789122,21.190096,72.809122,sunny,low,3,snack,motorcycle,0.0,no,metropolitian,25.0,SUR,3.04,26,3,Saturday,1,15.0,9.0,morning
COIMBRES17DEL02 ,31.0,4.9,11.026117,76.944652,11.046117,76.964652,fog,low,1,meal,scooter,1.0,no,metropolitian,15.0,COIMB,3.12,3,3,Thursday,0,15.0,8.0,morning
JAPRES07DEL01 ,24.0,4.3,26.766536,75.837333,26.876536,75.947333,cloudy,jam,1,drinks,motorcycle,0.0,no,metropolitian,43.0,JAP,16.39,3,2,Thursday,0,15.0,19.0,evening
SURRES06DEL03 ,22.0,4.6,21.185047,72.80859,21.245047,72.86859,fog,low,2,snack,scooter,,no,urban,10.0,SUR,9.12,30,3,Wednesday,0,10.0,22.0,night
JAPRES12DEL02 ,31.0,4.5,26.902908,75.792934,26.922908,75.812934,stormy,low,3,snack,motorcycle,1.0,no,urban,24.0,JAP,2.98,21,3,Monday,0,10.0,9.0,morning
HYDRES16DEL03 ,34.0,4.7,17.440827,78.393391,17.500827,78.453391,windy,jam,3,buffet,motorcycle,2.0,no,metropolitian,45.0,HYD,9.22,3,5,Tuesday,0,10.0,21.0,evening
MYSRES11DEL01 ,20.0,4.9,12.323225,76.630028,12.363225,76.670028,windy,high,3,drinks,motorcycle,1.0,no,metropolitian,31.0,MYS,6.22,13,3,Sunday,1,10.0,14.0,afternoon
INDORES09DEL02 ,37.0,4.9,22.725835,75.887648,22.855835,76.017648,cloudy,low,1,buffet,scooter,0.0,no,metropolitian,29.0,INDO,19.66,3,6,Friday,0,5.0,23.0,night
INDORES13DEL02 ,37.0,4.9,22.745049,75.892471,22.795049,75.942471,windy,jam,3,meal,motorcycle,0.0,no,metropolitian,36.0,INDO,7.56,4,5,Wednesday,0,10.0,19.0,evening
HYDRES13DEL03 ,21.0,4.8,17.431477,78.40035,17.491477,78.46035,fog,medium,3,buffet,motorcycle,1.0,no,metropolitian,25.0,HYD,9.22,17,3,Thursday,0,5.0,18.0,evening
COIMBRES19DEL03 ,21.0,4.9,11.022298,76.998349,11.082298,77.058349,cloudy,medium,2,buffet,motorcycle,1.0,no,,19.0,COIMB,9.35,13,3,Sunday,1,5.0,18.0,evening
SURRES04DEL02 ,24.0,4.7,21.173493,72.801953,21.193493,72.821953,fog,low,1,snack,scooter,1.0,no,urban,14.0,SUR,3.04,24,3,Thursday,0,15.0,10.0,morning
VADRES09DEL01 ,26.0,5.0,,,,,cloudy,low,1,buffet,scooter,1.0,no,urban,21.0,VAD,,20,3,Sunday,1,10.0,23.0,night
SURRES13DEL01 ,23.0,4.9,21.170096,72.789122,21.180096,72.799122,windy,low,1,buffet,electric_scooter,1.0,no,,12.0,SUR,1.52,3,11,Thursday,0,15.0,9.0,morning
LUDHRES18DEL03 ,30.0,4.2,30.890184,75.829615,30.980184,75.919615,cloudy,medium,1,buffet,scooter,1.0,no,metropolitian,42.0,LUDH,13.18,18,2,Friday,0,5.0,18.0,evening
RANCHIRES11DEL01 ,37.0,4.5,23.359194,85.325447,23.469194,85.435447,sunny,medium,2,snack,motorcycle,1.0,no,metropolitian,27.0,RANCHI,16.6,3,10,Monday,0,15.0,17.0,afternoon
RANCHIRES01DEL01 ,34.0,4.5,23.416792,85.316842,23.526792,85.426842,fog,low,1,meal,electric_scooter,1.0,no,metropolitian,38.0,RANCHI,16.6,29,3,Tuesday,0,10.0,23.0,night
MUMRES04DEL02 ,31.0,4.8,19.254567,72.848923,19.274567,72.868923,windy,low,1,snack,scooter,1.0,no,metropolitian,20.0,MUM,3.06,3,11,Thursday,0,5.0,9.0,morning
INDORES07DEL03 ,25.0,4.7,22.722634,75.886959,22.752634,75.916959,cloudy,low,3,drinks,motorcycle,0.0,no,metropolitian,18.0,INDO,4.54,3,9,Saturday,1,5.0,22.0,night
CHENRES05DEL03 ,24.0,4.9,13.058616,80.264151,13.148616,80.354151,sandstorms,low,1,buffet,scooter,0.0,,urban,11.0,CHEN,13.97,16,3,Wednesday,0,5.0,22.0,night
RANCHIRES14DEL03 ,33.0,4.9,,,,,cloudy,low,3,drinks,motorcycle,1.0,no,metropolitian,21.0,RANCHI,,15,3,Tuesday,0,5.0,22.0,night
HYDRES13DEL03 ,31.0,4.5,17.431477,78.40035,17.521477,78.49035,fog,jam,3,meal,motorcycle,2.0,no,metropolitian,47.0,HYD,13.83,4,4,Monday,0,5.0,19.0,evening
VADRES08DEL02 ,38.0,4.8,,,,,windy,low,1,snack,electric_scooter,1.0,no,urban,24.0,VAD,,3,9,Saturday,1,5.0,8.0,morning
SURRES15DEL03 ,36.0,4.9,21.160522,72.771477,21.250522,72.861477,cloudy,jam,2,meal,scooter,1.0,no,metropolitian,35.0,SUR,13.68,20,3,Sunday,1,15.0,19.0,evening
MYSRES09DEL02 ,38.0,4.8,12.323194,76.630583,12.453194,76.760583,sandstorms,low,2,drinks,motorcycle,0.0,no,metropolitian,25.0,MYS,20.21,20,3,Sunday,1,5.0,23.0,night
AURGRES01DEL02 ,28.0,4.8,19.876219,75.346017,19.896219,75.366017,sunny,low,2,drinks,motorcycle,0.0,no,metropolitian,21.0,AURG,3.05,15,2,Tuesday,0,10.0,10.0,morning
BANGRES12DEL03 ,,,12.939496,77.625999,12.969496,77.655999,cloudy,jam,2,drinks,scooter,1.0,no,metropolitian,25.0,BANG,4.66,3,9,Saturday,1,,,
INDORES08DEL03 ,,,22.725748,75.898497,22.785747,75.958497,,,0,drinks,scooter,1.0,no,metropolitian,26.0,INDO,9.08,4,5,Wednesday,0,,,
JAPRES20DEL02 ,,,26.956431,75.776649,27.006431,75.826649,cloudy,jam,2,meal,scooter,1.0,no,metropolitian,28.0,JAP,7.45,4,3,Friday,0,,,
SURRES04DEL02 ,28.0,4.7,21.173493,72.801953,21.253493,72.881953,stormy,jam,3,buffet,motorcycle,1.0,no,metropolitian,38.0,SUR,12.16,4,4,Monday,0,10.0,19.0,evening
VADRES11DEL01 ,39.0,4.7,22.308096,73.167753,22.318096,73.177753,windy,low,2,snack,motorcycle,1.0,no,metropolitian,29.0,VAD,1.51,17,3,Thursday,0,5.0,8.0,morning
LUDHRES19DEL02 ,20.0,4.8,30.902872,75.826808,30.922872,75.846808,windy,low,1,drinks,motorcycle,0.0,no,metropolitian,11.0,LUDH,2.93,15,2,Tuesday,0,10.0,10.0,morning
SURRES13DEL01 ,36.0,4.9,21.170096,72.789122,21.280096,72.899122,sandstorms,medium,3,snack,motorcycle,1.0,no,metropolitian,31.0,SUR,16.72,23,3,Wednesday,0,15.0,17.0,afternoon
ALHRES04DEL01 ,27.0,4.6,,,,,stormy,low,1,meal,electric_scooter,0.0,no,urban,10.0,ALH,,15,2,Tuesday,0,15.0,9.0,morning
ALHRES14DEL02 ,20.0,5.0,25.459775,81.834841,25.509775,81.884841,fog,jam,2,meal,scooter,0.0,no,metropolitian,26.0,ALH,7.49,17,2,Thursday,0,10.0,19.0,evening
GOARES03DEL02 ,22.0,2.6,15.574828,73.766883,15.654828,73.846883,sunny,low,2,meal,scooter,1.0,no,metropolitian,41.0,GOA,12.35,18,2,Friday,0,5.0,23.0,night
ALHRES01DEL03 ,20.0,3.1,25.454648,81.834502,25.594648,81.974502,sunny,low,2,meal,motorcycle,0.0,no,metropolitian,35.0,ALH,20.97,14,2,Monday,0,10.0,23.0,night
MUMRES20DEL01 ,21.0,4.6,19.103249,72.846749,19.213249,72.956749,windy,jam,3,snack,motorcycle,1.0,no,metropolitian,33.0,MUM,16.83,4,4,Monday,0,5.0,19.0,evening
HYDRES14DEL02 ,,,17.426228,78.407495,17.446228,78.427495,cloudy,low,2,meal,motorcycle,1.0,no,metropolitian,17.0,HYD,3.07,3,7,Sunday,1,,,
HYDRES04DEL01 ,22.0,4.8,17.411028,78.329645,17.421028,78.339645,fog,high,2,buffet,motorcycle,0.0,no,metropolitian,22.0,HYD,1.54,28,3,Monday,0,5.0,11.0,morning
KNPRES15DEL03 ,36.0,4.9,26.482419,80.320939,26.512419,80.350939,sandstorms,medium,3,snack,motorcycle,1.0,no,metropolitian,39.0,KNP,4.48,15,2,Tuesday,0,5.0,17.0,afternoon
PUNERES03DEL03 ,25.0,4.1,18.554382,73.798206,18.644382,73.888206,cloudy,jam,1,buffet,scooter,1.0,no,metropolitian,38.0,PUNE,13.79,4,2,Friday,0,5.0,20.0,evening
BANGRES15DEL03 ,21.0,4.6,12.975377,77.696664,13.035377,77.756664,cloudy,low,2,drinks,scooter,1.0,no,metropolitian,18.0,BANG,9.31,19,3,Saturday,1,15.0,23.0,night
MUMRES17DEL01 ,23.0,5.0,19.121999,72.908493,19.131999,72.918493,cloudy,low,3,buffet,motorcycle,0.0,no,metropolitian,15.0,MUM,1.53,3,3,Thursday,0,5.0,8.0,morning
COIMBRES03DEL02 ,22.0,4.8,11.025083,77.015393,11.045083,77.035393,sunny,low,3,buffet,motorcycle,0.0,no,metropolitian,14.0,COIMB,3.12,19,3,Saturday,1,15.0,8.0,morning
VADRES07DEL02 ,20.0,5.0,,,,,sunny,low,2,buffet,motorcycle,1.0,no,metropolitian,17.0,VAD,,26,3,Saturday,1,5.0,9.0,morning
LUDHRES16DEL02 ,27.0,4.8,30.895817,75.813112,30.975817,75.893112,cloudy,medium,3,buffet,motorcycle,1.0,no,metropolitian,44.0,LUDH,11.72,2,12,Friday,0,15.0,18.0,evening
INDORES04DEL02 ,22.0,5.0,22.753659,75.903365,22.773659,75.923365,fog,high,3,buffet,motorcycle,1.0,no,metropolitian,25.0,INDO,3.03,3,3,Thursday,0,10.0,11.0,morning
KOCRES07DEL02 ,20.0,4.7,9.985697,76.281128,10.035697,76.331128,sunny,jam,2,meal,motorcycle,1.0,no,metropolitian,18.0,KOC,7.8,17,2,Thursday,0,15.0,20.0,evening
MYSRES13DEL01 ,29.0,3.6,12.310972,76.659264,12.320972,76.669264,sunny,high,3,buffet,motorcycle,3.0,no,metropolitian,48.0,MYS,1.55,24,3,Thursday,0,15.0,11.0,morning
COIMBRES09DEL02 ,37.0,4.2,11.008638,76.984311,11.088638,77.064311,windy,medium,3,snack,motorcycle,1.0,no,metropolitian,39.0,COIMB,12.46,3,6,Friday,0,5.0,18.0,evening
BANGRES07DEL03 ,29.0,4.6,12.978453,77.643685,13.008453,77.673685,cloudy,medium,1,buffet,scooter,0.0,no,urban,14.0,BANG,4.66,30,3,Wednesday,0,10.0,18.0,evening
DEHRES01DEL01 ,36.0,4.6,,,,,cloudy,medium,3,meal,motorcycle,0.0,no,urban,36.0,DEH,,16,2,Wednesday,0,5.0,17.0,afternoon
MYSRES03DEL03 ,37.0,4.6,12.299524,76.64262,12.389524,76.73262,sunny,jam,1,meal,scooter,1.0,no,urban,22.0,MYS,13.99,4,4,Monday,0,10.0,20.0,evening
MYSRES08DEL03 ,,,12.297954,76.665169,12.387954,76.755169,windy,medium,1,meal,scooter,1.0,no,metropolitian,23.0,MYS,13.99,27,3,Sunday,1,,,
VADRES12DEL01 ,35.0,4.7,,,,,sandstorms,low,1,meal,scooter,1.0,no,urban,26.0,VAD,,19,3,Saturday,1,15.0,9.0,morning
HYDRES010DEL02 ,21.0,4.7,17.428294,78.404423,17.558294,78.534423,windy,jam,1,meal,scooter,1.0,no,metropolitian,24.0,HYD,19.98,27,3,Sunday,1,5.0,20.0,evening
JAPRES02DEL03 ,32.0,4.7,26.914142,75.805704,27.004142,75.895704,sunny,jam,2,buffet,scooter,1.0,no,metropolitian,21.0,JAP,13.41,3,10,Monday,0,5.0,20.0,evening
SURRES04DEL02 ,30.0,5.0,21.173493,72.801953,21.193493,72.821953,windy,low,2,snack,scooter,1.0,no,metropolitian,27.0,SUR,3.04,3,7,Sunday,1,5.0,8.0,morning
INDORES04DEL01 ,37.0,4.3,22.753659,75.903365,22.823659,75.973365,fog,jam,1,drinks,scooter,2.0,yes,metropolitian,40.0,INDO,10.59,3,4,Sunday,1,5.0,21.0,evening
MYSRES11DEL01 ,29.0,4.6,12.323225,76.630028,12.393225,76.700028,cloudy,jam,1,buffet,motorcycle,0.0,no,metropolitian,35.0,MYS,10.88,4,2,Friday,0,15.0,21.0,evening
JAPRES12DEL02 ,22.0,4.8,26.902908,75.792934,26.952908,75.842934,windy,medium,3,snack,motorcycle,1.0,no,metropolitian,29.0,JAP,7.45,3,1,Monday,0,15.0,18.0,evening
AGRRES03DEL03 ,30.0,4.5,27.160832,78.011608,27.220832,78.071608,sunny,medium,2,drinks,motorcycle,1.0,no,metropolitian,23.0,AGR,8.93,13,2,Sunday,1,15.0,17.0,afternoon
INDORES03DEL01 ,28.0,4.7,22.751857,75.866699,22.791857,75.906699,sandstorms,medium,2,snack,scooter,1.0,no,metropolitian,27.0,INDO,6.05,4,1,Tuesday,0,15.0,15.0,afternoon
